date,city,supermarket,branch,category,name,product_id,price
2025-05-06,Cochabamba,Hipermaxi,Juan de la Rosa,Carnes,Carne Molida de Segunda,835267,49.0
2025-05-06,Cochabamba,Hipermaxi,Juan de la Rosa,Carnes,Bollo Grande Especial 1 kg,835247,72.0
2025-05-06,Cochabamba,Hipermaxi,Juan de la Rosa,Carnes,Pollerita Pura Carne 1 kg,835445,53.0
2025-05-06,Cochabamba,Hipermaxi,Juan de la Rosa,Carnes,Picaña Especial kg,414069,69.0
2025-05-06,Cochabamba,Hipermaxi,Juan de la Rosa,Carnes,Cuadril Especial kg,835439,75.0
2025-05-06,Cochabamba,Hipermaxi,Juan de la Rosa,Carnes,Bollo Chico Especial 1 kg,835212,71.0
2025-05-06,Cochabamba,Hipermaxi,Juan de la Rosa,Carnes,Chuleta de Lomo kg,835509,59.0
2025-05-06,Cochabamba,Hipermaxi,Juan de la Rosa,Carnes,Costilla Especial kg,835896,53.0
2025-05-06,Cochabamba,Hipermaxi,Juan de la Rosa,Carnes,Corte Español 1 kg,835623,55.0
2025-05-06,Cochabamba,Hipermaxi,Juan de la Rosa,Carnes,Filete Especial / Lomito kg,835468,90.0
2025-05-06,Cochabamba,Hipermaxi,Juan de la Rosa,Carnes,Jiba 1 kg,835410,51.0
2025-05-06,Cochabamba,Hipermaxi,Juan de la Rosa,Carnes,Punta de S Especial 1 kg,835404,75.0
2025-05-06,Cochabamba,Hipermaxi,Juan de la Rosa,Carnes,Cuadrada Especial kg,835435,64.0
2025-05-06,Cochabamba,Hipermaxi,Juan de la Rosa,Carnes,Milanesa de Carne Hipermaxi kg,088536,55.0
2025-05-06,Cochabamba,Hipermaxi,Juan de la Rosa,Carnes,Tira de Res kg,835534,43.0
2025-05-06,Cochabamba,Hipermaxi,Juan de la Rosa,Carnes,Osobuco 1 kg,835514,43.0
2025-05-06,Cochabamba,Hipermaxi,Juan de la Rosa,Carnes,Hamburguesa Hipermaxi kg,152994,46.0
2025-05-06,Cochabamba,Hipermaxi,Juan de la Rosa,Carnes,Silpancho Hipermaxi kg,112255,48.0
2025-05-06,Cochabamba,Hipermaxi,Juan de la Rosa,Carnes,Queperi Especial kg,835414,54.0
2025-05-06,Cochabamba,Hipermaxi,Juan de la Rosa,Carnes,Pecho 1 kg,835430,50.0
2025-05-06,Cochabamba,Hipermaxi,Juan de la Rosa,Carnes,Carne Molida de Primera,835272,64.0
2025-05-06,Cochabamba,Hipermaxi,Juan de la Rosa,Carnes,Carne Picada Kg,835905,60.0
2025-05-06,Cochabamba,Hipermaxi,Juan de la Rosa,Carnes,Cuadrada kg,835316,65.0
2025-05-06,Cochabamba,Hipermaxi,Juan de la Rosa,Carnes,Rapi kg,835470,49.0
2025-05-06,Cochabamba,Hipermaxi,Juan de la Rosa,Carnes,Hamburguesa con Queso Hipermaxi kg,341134,53.0
2025-05-06,Cochabamba,Hipermaxi,Juan de la Rosa,Carnes,Albondigas de Carne Hipermaxi kg,152790,46.0
2025-05-06,Cochabamba,Hipermaxi,Juan de la Rosa,Carnes,Pollo Entero Sofia kg,480214,19.8
2025-05-06,Cochabamba,Hipermaxi,Juan de la Rosa,Carnes,Hueso Rojo 1 kg,835589,17.4
2025-05-06,Cochabamba,Hipermaxi,Juan de la Rosa,Carnes,Charque Cocido Libertad Clasico 100 gr,679714,52.0
2025-05-06,Cochabamba,Hipermaxi,Juan de la Rosa,Carnes,Pechuga sin Piel Sofia Bandeja kg,417386,38.0
2025-05-06,Cochabamba,Hipermaxi,Juan de la Rosa,Carnes,Tomahawk Steak kg,671396,68.0
2025-05-06,Cochabamba,Hipermaxi,Juan de la Rosa,Carnes,Colita de Cuadril Fridosa al Vacio kg,539198,97.4
2025-05-06,Cochabamba,Hipermaxi,Juan de la Rosa,Carnes,INTERCOSTAL RIB FINGERS FRIDOSA AL VACIO KGR,672371,80.0
2025-05-06,Cochabamba,Hipermaxi,Juan de la Rosa,Carnes,Charque Cocido Libertad Churrasco 100 gr,677868,52.0
2025-05-06,Cochabamba,Hipermaxi,Juan de la Rosa,Carnes,Bife Ancho Fridosa Porcindo al Vacio kg,671407,99.8
2025-05-06,Cochabamba,Hipermaxi,Juan de la Rosa,Carnes,Giba Fridosa Kg,670116,71.5
2025-05-06,Cochabamba,Hipermaxi,Juan de la Rosa,Carnes,Cowboy Steak kg,851363,75.0
2025-05-06,Cochabamba,Hipermaxi,Juan de la Rosa,Carnes,Tira de Res Primer Corte kg,835549,53.0
2025-05-06,Cochabamba,Hipermaxi,Juan de la Rosa,Carnes,Carne Molida de Pollo La Granja Bandeja Kg,671245,45.0
2025-05-06,Cochabamba,Hipermaxi,Juan de la Rosa,Carnes,Punta de Paleta 1 kg,835450,54.0
2025-05-06,Cochabamba,Hipermaxi,Juan de la Rosa,Carnes,Carne Para Sopa kg,835767,45.5
2025-05-06,Cochabamba,Hipermaxi,Juan de la Rosa,Carnes,Grueso de Azotillo kg,835405,44.5
2025-05-06,Cochabamba,Hipermaxi,Juan de la Rosa,Carnes,Colita de Cuadril kg,835292,78.0
2025-05-06,Cochabamba,Hipermaxi,Juan de la Rosa,Carnes,Cola de Res kg,676859,35.0
2025-05-06,Cochabamba,Hipermaxi,Juan de la Rosa,Carnes,Milanesa de Pollo Hipermaxi kg,168270,50.0
2025-05-06,Cochabamba,Hipermaxi,Juan de la Rosa,Carnes,Panza de Res Inducarne kg,404025,41.0
2025-05-06,Cochabamba,Hipermaxi,Juan de la Rosa,Carnes,Corazon de Res Inducarne kg,404029,43.0
2025-05-06,Cochabamba,Hipermaxi,Juan de la Rosa,Carnes,Lomo Parrillero kg,670238,66.0
2025-05-06,Cochabamba,Hipermaxi,Juan de la Rosa,Carnes,Higado Inducarne kg,404023,27.5
