Connections,Num Followers,Internacional,lenght headline,Headline en Esp?,Tiene Summary?,calidad longitud,Calidad Headline,_ID,Tiene Projects?,Tiene Certif?,tiene Courses?,Tiene Volunteer?,Tiene Lastest Exp?,Cluster connections,Categoría School Name,Categoría Degree
826,918,0,30,1,0,0,1,451,0,0,0,1,1,5,1,2
678,681,0,111,0,1,1,1,883,0,0,0,1,1,4,1,2
1008,1017,0,31,1,1,0,1,1059,0,0,0,1,1,6,1,2
7888,7900,0,72,1,1,0,1,40,0,1,0,1,1,7,1,2
649,671,0,57,1,1,0,1,351,0,0,0,1,1,4,1,2
2030,2055,0,44,1,1,0,1,1408,0,1,0,1,1,7,1,2
397,398,0,28,1,1,0,1,1676,0,1,1,1,1,2,1,2
469,470,0,30,1,1,0,1,2063,0,0,0,1,1,3,1,2
556,582,0,185,0,1,1,1,2223,0,1,0,1,1,3,1,2
975,1083,0,32,1,1,0,1,229,0,0,1,0,1,5,1,2
355,364,0,44,1,1,0,1,126,0,1,1,0,1,2,1,2
954,958,0,5,1,0,0,1,1097,0,0,1,0,1,5,1,2
992,1021,0,96,1,1,0,1,1105,0,1,1,0,1,5,1,2
534,547,0,195,0,1,1,1,830,0,1,1,0,1,3,1,2
12169,12124,0,43,1,1,0,1,18,0,0,1,0,1,7,1,2
778,777,0,85,1,1,0,1,1796,0,1,1,0,1,4,1,2
485,490,0,54,1,1,0,1,1985,0,1,1,0,1,3,1,2
315,330,0,38,1,0,0,1,2510,0,0,1,0,1,2,1,2
1693,1926,0,178,0,1,1,1,2808,0,0,1,0,1,7,1,2
611,694,0,82,1,1,0,1,2817,0,1,1,0,1,4,1,2
377,377,0,102,0,1,1,1,564,0,0,0,0,1,2,1,2
966,979,0,105,0,1,1,1,1073,0,0,0,0,1,5,1,2
858,870,0,111,0,1,1,1,484,0,1,0,0,1,5,1,2
852,854,0,100,0,0,1,1,497,0,0,0,0,1,5,1,2
463,554,0,205,0,1,1,1,786,0,0,0,0,1,3,1,2
391,392,0,114,0,0,1,1,1164,0,0,0,0,1,2,1,2
619,622,0,103,0,1,1,1,426,0,0,0,0,1,4,1,2
606,609,0,101,0,1,1,1,427,0,1,0,0,1,4,1,2
365,388,0,156,0,0,1,1,1191,0,1,0,0,1,2,1,2
1269,1303,0,166,0,1,1,1,1309,0,1,0,0,1,7,1,2
2137,2141,0,154,0,1,1,1,1388,0,1,0,0,1,7,1,2
589,620,0,137,0,1,1,1,1554,0,0,0,0,1,3,1,2
555,568,0,111,0,0,1,1,1643,0,0,0,0,1,3,1,2
397,398,0,119,0,1,1,1,1681,0,0,0,0,1,2,1,2
806,805,0,182,0,1,1,1,1763,0,0,0,0,1,5,1,2
367,370,0,178,0,0,1,1,2458,0,1,0,0,1,2,1,2
474,514,0,215,0,1,1,1,2565,0,0,0,0,1,3,1,2
1064,1354,0,199,0,1,1,1,2855,0,1,0,0,1,6,1,2
827,983,0,218,0,1,1,1,2898,0,0,0,0,1,5,1,2
403,401,0,19,1,1,0,1,68,0,0,0,0,1,3,1,2
448,447,0,27,1,0,0,1,302,0,0,0,0,1,3,1,2
685,718,0,44,1,0,0,1,866,0,0,0,0,1,4,1,2
578,604,0,5,1,1,0,1,442,0,0,0,0,1,3,1,2
918,918,0,57,1,0,0,1,1124,0,0,0,0,1,5,1,2
705,715,0,46,1,1,0,1,356,0,1,0,0,1,4,1,2
308,310,0,24,1,0,0,1,615,0,0,0,0,1,2,1,2
327,325,0,3,1,1,0,1,607,0,0,0,0,1,2,1,2
1111,1153,0,93,1,1,0,1,1016,0,1,0,0,1,6,1,2
945,939,0,23,1,1,0,1,1094,0,1,0,0,1,5,1,2
384,388,0,30,1,1,0,1,104,0,1,0,0,1,2,1,2
722,729,0,56,1,1,0,1,901,0,1,0,0,1,4,1,2
464,489,0,39,1,1,0,1,328,0,0,0,0,1,3,1,2
2768,3492,0,3,1,1,0,1,731,0,0,0,0,1,7,1,2
474,478,0,47,1,0,0,1,1149,0,0,0,0,1,3,1,2
540,545,0,85,1,1,0,1,812,0,0,0,0,1,3,1,2
611,613,0,30,1,1,0,1,447,0,1,0,0,1,4,1,2
392,394,0,88,1,0,0,1,102,0,0,0,0,1,2,1,2
448,451,0,42,1,0,0,1,260,0,1,0,0,1,3,1,2
377,378,0,75,1,1,0,1,78,0,0,0,0,1,2,1,2
932,938,0,49,1,1,0,1,1098,0,0,0,0,1,5,1,2
910,911,0,40,1,1,0,1,1140,0,0,0,0,1,5,1,2
337,347,0,26,1,1,0,1,1242,0,0,0,0,1,2,1,2
1437,1496,0,55,1,0,0,1,1326,0,0,0,0,1,7,1,2
2242,2269,0,35,1,1,0,1,1369,0,0,0,0,1,7,1,2
1877,1956,0,44,1,1,0,1,1423,0,1,0,0,1,7,1,2
1910,1957,0,24,1,1,0,1,1427,0,1,0,0,1,7,1,2
436,438,0,80,1,1,0,1,1461,0,1,0,0,1,3,1,2
591,592,0,78,1,1,0,1,1579,0,1,0,0,1,3,1,2
601,600,0,44,1,0,0,1,1582,0,1,0,0,1,4,1,2
685,683,0,45,1,1,0,1,1591,0,1,0,0,1,4,1,2
392,401,0,96,1,1,0,1,1716,0,0,0,0,1,2,1,2
837,837,0,56,1,0,0,1,1762,0,1,0,0,1,5,1,2
793,808,0,46,1,1,0,1,1775,0,1,0,0,1,4,1,2
841,839,0,59,1,1,0,1,1776,0,1,0,0,1,5,1,2
1758,1753,0,64,1,1,0,1,1864,0,1,0,0,1,7,1,2
1418,1598,0,32,1,0,0,1,1902,0,0,0,0,1,7,1,2
501,501,0,16,1,0,0,1,1964,0,0,0,0,1,3,1,2
484,490,0,41,1,0,0,1,1980,0,0,0,0,1,3,1,2
528,534,0,56,1,0,0,1,2040,0,1,0,0,1,3,1,2
482,486,0,23,1,0,0,1,2044,0,0,0,0,1,3,1,2
482,482,0,63,1,1,0,1,2047,0,0,0,0,1,3,1,2
473,473,0,14,1,1,0,1,2083,0,0,0,0,1,3,1,2
446,450,0,62,1,1,0,1,2143,0,0,0,0,1,3,1,2
512,516,0,83,1,1,0,1,2200,0,1,0,0,1,3,1,2
511,514,0,71,1,1,0,1,2213,0,1,0,0,1,3,1,2
506,506,0,9,1,0,0,1,2232,0,0,0,0,1,3,1,2
670,680,0,71,1,0,0,1,2244,0,0,0,0,1,4,1,2
303,300,0,68,1,1,0,1,2261,0,1,0,0,1,2,1,2
307,308,0,49,1,0,0,1,2276,0,0,0,0,1,2,1,2
1764,1762,0,24,1,1,0,1,2296,0,0,0,0,1,7,1,2
1228,1244,0,32,1,1,0,1,2302,0,1,0,0,1,7,1,2
514,525,0,42,1,1,0,1,2331,0,0,0,0,1,3,1,2
793,808,0,46,1,1,0,1,2373,0,1,0,0,1,4,1,2
713,714,0,73,1,1,0,1,2375,0,1,0,0,1,4,1,2
690,691,0,18,1,1,0,1,2427,0,1,0,0,1,4,1,2
681,683,0,23,1,1,0,1,2441,0,0,0,0,1,4,1,2
329,335,0,24,1,1,0,1,2468,0,0,0,0,1,2,1,2
331,331,0,65,1,1,0,1,2478,0,0,0,0,1,2,1,2
345,347,0,73,1,1,0,1,2505,0,1,0,0,1,2,1,2
329,329,0,86,1,1,0,1,2539,0,1,0,0,1,2,1,2
446,460,0,17,1,0,0,1,2602,0,0,0,0,1,3,1,2
1058,1054,0,72,1,1,0,1,2846,0,0,0,0,1,6,1,2
952,1008,0,85,1,1,0,1,2878,0,1,0,0,1,5,1,2
984,984,0,28,1,0,0,1,2890,0,0,0,0,1,5,1,2
370,372,0,23,0,0,0,0,97,0,1,0,0,1,2,1,2
1070,1070,0,76,0,1,0,0,187,0,0,0,0,1,6,1,2
332,333,0,50,0,1,0,0,567,0,0,0,0,1,2,1,2
553,552,1,16,0,1,0,0,789,0,0,0,0,1,3,1,2
675,678,0,54,0,1,0,0,859,0,1,0,0,1,4,1,2
693,695,0,79,0,0,0,0,884,0,0,0,0,1,4,1,2
1181,1198,0,54,0,0,0,0,995,0,0,0,0,1,6,1,2
1166,1180,0,26,0,0,0,0,1054,0,1,0,0,1,6,1,2
9841,10437,0,62,0,1,0,0,34,0,0,0,0,1,7,1,2
1021,1018,0,78,0,0,0,0,216,0,0,0,0,1,6,1,2
868,898,0,24,0,1,0,0,474,0,0,0,1,1,5,1,2
843,844,0,9,0,0,0,0,507,0,0,0,0,1,5,1,2
368,368,0,53,0,0,0,0,559,0,0,0,0,1,2,1,2
322,322,0,27,0,1,0,0,616,0,0,0,0,1,2,1,2
3381,3449,0,77,0,0,0,0,708,0,1,0,0,1,7,1,2
546,556,0,43,0,0,0,0,825,0,0,0,0,1,3,1,2
1164,1165,0,34,0,0,0,0,1008,0,1,0,0,1,6,1,2
353,354,0,51,0,1,0,0,1159,0,0,0,0,1,2,1,2
339,392,0,81,0,0,0,0,1171,0,0,0,0,1,2,1,2
9685,9675,0,42,0,1,0,0,30,0,1,1,0,0,7,1,2
9685,9675,0,42,0,1,0,0,31,0,1,1,0,0,7,1,2
630,632,0,59,0,0,0,0,385,0,0,0,0,1,4,1,2
696,694,0,41,0,1,0,0,872,0,0,0,0,1,4,1,2
884,883,0,55,0,1,0,0,467,0,0,0,0,1,5,1,2
681,678,0,45,0,1,0,0,855,0,0,0,0,1,4,1,2
2569,2570,0,33,0,0,0,0,748,0,0,0,0,1,7,1,2
373,373,0,51,0,0,0,0,76,0,0,0,0,0,2,1,2
1055,1053,0,80,0,1,0,0,184,0,0,0,0,1,6,1,2
532,535,0,84,0,1,0,0,845,0,1,0,0,1,3,1,2
626,623,0,39,0,0,0,0,403,0,0,0,0,1,4,1,2
315,371,0,21,0,1,0,0,112,0,1,0,0,1,2,1,2
386,428,0,19,0,1,0,0,329,0,1,0,0,1,2,1,2
329,334,1,16,0,0,0,0,569,0,0,0,0,1,2,1,2
691,686,0,88,0,0,0,0,886,0,0,0,0,1,4,1,2
328,331,0,96,0,0,0,0,557,0,0,0,0,1,2,1,2
2831,2826,0,30,0,1,0,0,730,0,0,0,0,1,7,1,2
579,580,0,64,0,0,0,0,798,0,0,0,0,1,3,1,2
422,433,0,26,0,0,0,0,312,0,0,0,0,1,3,1,2
3259,3259,0,51,0,1,0,0,706,0,0,0,0,1,7,1,2
1048,1064,0,70,0,1,0,0,190,0,1,0,0,1,6,1,2
1070,1070,0,36,0,0,0,0,170,0,0,0,0,1,6,1,2
3766,3753,0,15,0,0,0,0,684,0,0,0,0,1,7,1,2
949,945,0,37,0,1,0,0,1088,0,0,0,0,1,5,1,2
3525,3522,0,81,0,0,0,0,696,0,0,1,0,1,7,1,2
350,304,0,94,0,0,0,0,589,0,0,0,0,1,2,1,2
374,377,0,65,0,1,0,0,82,0,0,0,0,1,2,1,2
828,829,0,55,0,0,0,0,527,0,0,0,0,1,5,1,2
685,687,0,49,0,1,0,0,865,0,0,0,0,1,4,1,2
645,655,0,52,0,0,0,0,919,0,0,0,0,1,4,1,2
1177,1177,0,45,0,0,0,0,997,0,0,0,0,1,6,1,2
348,354,0,79,0,0,0,0,1175,0,0,0,0,1,2,1,2
595,595,0,45,0,1,0,0,784,0,0,1,0,1,3,1,2
437,437,0,15,0,1,0,0,317,0,0,0,0,1,3,1,2
753,761,0,37,0,0,0,0,808,0,0,0,0,1,4,1,2
677,678,0,30,0,1,0,0,925,0,0,0,0,1,4,1,2
562,566,0,23,0,0,0,0,750,0,0,0,0,1,3,1,2
609,632,0,29,0,1,0,0,837,0,0,0,0,1,4,1,2
433,434,0,45,0,1,0,0,1192,0,1,1,0,1,3,1,2
349,351,0,40,0,1,0,0,1223,0,1,0,1,0,2,1,2
1345,1345,0,45,0,1,0,0,1297,0,0,0,0,1,7,1,2
2123,2120,0,20,0,0,0,0,1398,0,0,0,0,1,7,1,2
420,422,0,33,0,0,0,0,1465,0,0,0,0,1,3,1,2
421,419,0,39,0,1,0,0,1469,0,1,0,0,1,3,1,2
422,427,0,41,0,1,0,0,1471,0,0,0,0,1,3,1,2
425,432,0,33,0,1,0,0,1475,0,0,0,0,1,3,1,2
414,420,0,64,0,0,0,0,1486,0,0,0,0,1,3,1,2
418,419,0,91,0,1,0,0,1491,0,1,1,1,1,3,1,2
412,411,0,55,0,0,0,0,1509,0,0,0,0,1,3,1,2
428,430,0,45,0,0,0,0,1510,0,0,0,0,1,3,1,2
414,413,0,30,0,1,0,0,1518,0,0,0,0,1,3,1,2
418,418,0,68,0,1,0,0,1523,0,0,0,0,1,3,1,2
474,591,0,73,0,1,0,0,1607,0,1,0,0,1,3,1,2
334,401,0,57,0,1,0,0,1665,0,1,1,0,0,2,1,2
398,397,0,53,0,0,0,0,1680,0,0,0,0,1,2,1,2
376,398,0,10,0,1,0,0,1684,0,0,0,0,1,2,1,2
485,484,0,40,0,0,0,0,1694,0,1,0,0,1,3,1,2
385,386,0,44,0,1,0,0,1740,0,0,0,0,1,2,1,2
381,380,0,32,0,1,0,0,1745,0,0,0,1,1,2,1,2
380,379,0,40,0,0,0,0,1746,0,0,0,0,1,2,1,2
823,825,0,34,0,0,0,0,1767,0,0,0,0,1,5,1,2
779,780,0,61,0,1,0,0,1828,0,0,0,0,1,4,1,2
819,817,0,26,0,1,0,0,1834,0,1,0,0,1,5,1,2
1887,2002,0,84,0,1,0,0,1863,0,0,0,0,1,7,1,2
1852,1848,0,19,0,1,0,0,1876,0,0,0,0,1,7,1,2
1699,1693,0,35,0,1,0,0,1879,0,0,1,0,1,7,1,2
1649,1652,0,28,0,1,0,0,1890,0,0,0,0,1,7,1,2
1634,1628,0,91,0,1,0,0,1900,0,0,0,0,0,7,1,2
1579,1593,0,52,0,1,0,0,1912,0,1,0,0,1,7,1,2
1457,1465,0,39,0,1,0,0,1944,0,1,0,0,1,7,1,2
1463,1465,0,42,0,1,0,0,1945,0,0,1,1,1,7,1,2
564,564,0,68,0,1,0,0,1976,0,0,0,0,1,3,1,2
482,486,0,63,0,1,0,0,2000,0,0,0,0,1,3,1,2
482,483,0,56,0,0,0,0,2020,0,0,0,0,1,3,1,2
497,496,0,81,0,0,0,0,2043,0,0,0,0,1,3,1,2
478,477,0,26,0,0,0,0,2048,0,1,0,0,1,3,1,2
464,464,0,36,0,1,0,0,2078,0,0,0,0,0,3,1,2
476,476,0,22,0,1,0,0,2085,0,0,0,0,1,3,1,2
497,496,0,42,0,1,0,0,2093,0,0,0,0,1,3,1,2
463,459,0,40,0,0,0,0,2099,0,0,0,0,1,3,1,2
455,458,0,33,0,1,0,0,2102,0,1,0,0,1,3,1,2
455,458,0,10,0,0,0,0,2128,0,1,0,0,0,3,1,2
472,473,0,35,0,0,0,0,2136,0,0,1,0,1,3,1,2
477,478,0,41,0,1,0,0,2139,0,1,1,0,1,3,1,2
514,514,0,83,0,1,0,0,2214,0,0,0,0,1,3,1,2
555,558,0,49,0,1,0,0,2215,0,0,0,0,1,3,1,2
470,509,0,36,0,1,0,0,2226,0,0,0,0,1,3,1,2
526,527,0,83,0,0,0,0,2233,0,0,0,0,1,3,1,2
300,300,0,57,0,0,0,0,2258,0,1,0,0,1,2,1,2
310,309,0,24,0,0,0,0,2262,0,0,0,0,1,2,1,2
462,469,0,52,0,1,0,0,2299,0,0,0,0,1,3,1,2
357,359,0,31,0,0,0,0,2326,0,0,0,0,1,2,1,2
656,659,0,41,0,0,0,0,2344,0,0,0,0,0,4,1,2
729,760,0,51,0,1,0,0,2388,0,1,0,1,1,4,1,2
691,692,0,68,0,1,0,0,2413,0,0,0,1,1,4,1,2
336,334,0,30,0,0,0,0,2483,0,0,0,0,1,2,1,2
332,332,0,41,0,0,0,0,2487,0,0,0,0,0,2,1,2
326,326,0,92,0,0,0,0,2501,0,0,0,0,1,2,1,2
328,328,0,43,0,1,0,0,2529,0,0,0,0,1,2,1,2
328,329,1,20,0,0,0,0,2535,0,0,0,1,0,2,1,2
463,465,0,9,0,1,0,0,2560,0,1,0,0,0,3,1,2
449,449,0,63,0,0,0,0,2591,0,0,0,1,1,3,1,2
415,475,0,99,0,1,0,0,2607,0,1,0,0,1,3,1,2
431,441,0,50,0,0,0,0,2615,0,0,0,0,1,3,1,2
431,439,0,94,0,1,0,0,2623,0,0,0,1,1,3,1,2
317,317,0,20,0,0,0,0,2749,0,0,0,0,1,2,1,2
392,397,0,69,0,1,0,0,2793,0,0,0,0,0,2,1,2
509,520,0,37,0,1,0,0,2800,0,0,0,0,1,3,1,2
2096,2139,0,97,0,1,0,0,2813,0,1,1,1,1,7,1,2
1064,1063,0,47,0,1,0,0,2840,0,0,0,0,0,6,1,2
984,1005,0,52,0,1,0,0,2884,0,1,0,0,1,5,1,2
28010,29385,0,99,1,1,0,1,4,0,1,0,0,1,7,2,2
639,645,0,108,1,1,1,2,349,0,0,0,1,1,4,2,2
4989,5044,0,27,0,0,0,0,662,0,1,0,1,0,7,2,2
1160,1221,0,36,0,0,0,0,999,0,0,0,0,1,6,2,2
317,364,0,86,0,1,0,0,134,1,1,0,1,1,2,,2
978,973,0,64,0,1,0,0,1058,1,0,0,1,1,5,2,2
1025,1069,0,66,0,1,0,0,1074,0,0,0,0,1,6,2,2
3110,3112,0,32,1,0,0,1,719,0,0,0,0,1,7,2,2
323,324,0,100,0,1,1,1,572,0,0,0,0,1,2,2,2
496,553,0,35,1,1,0,1,796,0,1,1,1,1,3,2,2
541,541,1,62,1,1,0,1,844,0,0,0,0,1,3,,2
932,934,1,21,1,0,0,1,1127,0,1,0,1,1,5,2,2
380,379,0,12,1,1,0,1,53,0,0,0,0,1,2,,2
673,672,0,37,0,0,0,0,870,0,0,0,0,1,4,,2
7140,7215,0,22,1,1,0,1,48,0,0,0,0,1,7,,2
554,600,0,29,0,1,0,0,770,0,0,0,0,1,3,2,2
1777,1797,0,67,0,0,0,0,1279,0,0,0,0,1,7,2,2
1266,1272,0,35,0,0,0,0,1322,0,0,0,0,1,7,2,2
1910,1945,0,34,0,0,0,0,1425,0,0,0,1,1,7,2,2
1594,1868,0,32,1,1,0,1,1440,0,0,0,1,1,7,2,2
405,404,0,39,1,0,0,1,1544,0,1,0,0,1,3,,2
463,462,0,29,0,1,0,0,1715,0,1,0,0,0,3,2,2
759,765,0,50,1,0,0,1,1809,0,1,0,1,1,4,2,2
504,509,0,101,0,1,1,1,1996,0,0,0,0,1,3,2,2
486,486,0,34,1,1,0,1,1998,0,0,0,0,1,3,,2
480,480,0,28,1,0,0,1,2064,0,1,0,0,0,3,2,2
583,675,0,49,0,0,0,0,2154,0,0,0,0,1,3,2,2
526,525,0,71,1,0,0,1,2227,0,0,0,0,1,3,2,2
323,322,1,37,0,0,0,0,2280,0,0,0,0,0,2,2,2
709,706,0,21,1,0,0,1,2391,0,0,0,0,1,4,,2
459,459,0,31,0,0,0,0,2563,0,0,0,1,1,3,2,2
459,460,0,37,0,1,0,0,2569,0,1,1,0,1,3,2,2
448,447,0,70,0,0,0,0,2596,0,0,0,1,1,3,2,2
428,429,0,69,0,0,0,0,2644,0,0,0,0,1,3,2,2
937,933,1,105,1,1,1,2,2665,0,1,0,0,1,5,2,2
874,875,0,45,0,0,0,0,2715,0,1,0,0,1,5,2,2
878,877,0,71,0,1,0,0,2717,0,1,0,0,1,5,2,2
899,1018,0,135,0,1,1,1,2892,0,0,0,0,1,5,,2
361,363,0,103,0,1,1,1,1163,0,0,0,0,1,2,,4
929,1005,0,149,0,1,1,1,1057,0,1,0,1,0,5,,4
367,365,0,95,0,0,0,0,1186,0,0,0,0,1,2,,4
345,346,0,103,0,1,1,1,1203,0,0,0,0,1,2,,4
396,398,0,57,0,1,0,0,1220,0,0,0,1,1,2,,4
401,400,0,51,0,0,0,0,1657,0,0,0,0,1,3,,4
789,801,0,99,0,1,0,0,1772,0,0,0,0,1,4,,4
375,374,0,71,0,0,0,0,2274,0,0,0,0,1,2,,4
1016,1018,1,39,1,1,0,1,2712,0,0,0,0,1,6,,4
24157,30451,1,21,1,1,0,1,1,0,1,1,0,1,7,2,4
372,374,0,96,1,1,0,1,64,0,1,0,1,1,2,2,4
412,411,0,69,1,1,0,1,74,0,1,0,0,0,3,2,4
613,613,0,66,1,1,0,1,138,0,1,0,0,0,4,2,4
519,522,0,20,0,0,0,0,75,0,1,0,0,1,3,2,4
375,375,0,23,0,0,0,0,113,0,0,0,0,1,2,2,4
1067,1081,0,46,1,1,0,1,228,1,1,0,1,1,6,2,4
865,874,0,77,1,0,0,1,536,0,0,0,0,1,5,2,4
334,336,0,50,1,1,0,1,570,0,1,1,1,0,2,2,4
1053,1054,0,101,0,0,1,1,180,0,0,0,0,1,6,2,4
631,635,0,26,0,1,0,0,425,0,0,0,0,1,4,2,4
3566,3920,0,217,0,1,1,1,677,0,0,0,1,1,7,2,4
2326,3027,0,75,1,1,0,1,735,0,0,0,0,1,7,2,4
559,559,0,42,0,1,0,0,775,0,0,0,0,1,3,2,4
673,671,0,72,1,1,0,1,908,0,1,0,0,1,4,2,4
1190,1202,0,46,0,0,0,0,984,0,0,0,0,0,6,2,4
1016,1173,0,16,0,0,0,0,1007,0,0,0,0,1,6,2,4
404,438,0,78,0,1,0,0,284,0,1,0,0,1,3,2,4
457,508,0,54,0,1,0,0,303,0,0,0,0,1,3,2,4
435,438,0,65,1,1,0,1,331,0,1,0,1,1,3,2,4
628,639,0,12,1,0,0,1,380,0,0,0,0,1,4,2,4
669,679,0,31,0,1,0,0,894,0,0,0,0,1,4,2,4
611,609,0,50,1,0,0,1,433,0,1,1,1,1,4,2,4
841,845,0,21,1,1,0,1,543,0,0,0,0,1,5,2,4
315,316,0,103,0,1,1,1,558,0,1,1,0,0,2,2,4
541,538,0,17,1,1,0,1,827,1,1,0,0,1,3,2,4
8440,8659,0,98,0,1,0,0,39,0,0,0,0,1,7,2,4
367,369,1,31,1,1,0,1,107,0,0,0,0,1,2,2,4
663,673,0,117,0,1,1,1,922,0,0,0,0,1,4,2,4
301,303,0,27,0,1,0,0,648,0,1,0,0,1,2,2,4
645,647,0,12,0,1,0,0,350,0,1,1,0,1,4,2,4
491,555,0,36,0,0,0,0,802,0,1,0,0,1,3,2,4
553,554,0,64,0,0,0,0,824,0,0,0,0,1,3,2,4
620,618,0,99,0,1,0,0,803,0,0,1,0,1,4,2,4
656,656,0,22,0,1,0,0,917,0,0,0,0,1,4,2,4
378,381,0,163,0,1,1,1,1184,0,0,0,0,1,2,2,4
347,352,0,68,0,1,0,0,1194,0,0,0,0,1,2,2,4
381,389,0,86,1,0,0,1,1212,0,0,0,0,1,2,2,4
1329,1393,0,157,0,1,1,1,1294,0,0,1,0,1,7,2,4
2404,2411,0,46,0,0,0,0,1353,0,0,0,1,1,7,2,4
2419,2460,1,22,1,0,0,1,1386,0,1,0,0,0,7,2,4
2127,2136,0,115,1,1,1,2,1394,0,1,0,0,1,7,2,4
2244,2248,0,58,1,1,0,1,1395,0,0,0,0,1,7,2,4
2071,2106,0,51,0,0,0,0,1404,0,1,0,0,0,7,2,4
1926,1942,0,57,0,0,0,0,1443,0,0,0,0,1,7,2,4
419,419,0,69,0,1,0,0,1451,1,0,0,1,0,3,2,4
423,423,0,26,0,1,0,0,1497,0,0,0,0,1,3,2,4
644,681,0,76,0,1,0,0,1512,0,0,0,0,1,4,2,4
399,407,0,11,0,0,0,0,1535,0,1,0,0,1,2,2,4
613,617,0,36,1,0,0,1,1592,0,0,0,0,1,4,2,4
576,574,0,72,0,0,0,0,1637,0,0,0,0,0,3,2,4
407,405,0,70,1,0,0,1,1663,0,0,0,1,1,3,2,4
395,396,1,67,0,1,0,0,1687,0,0,0,0,1,2,2,4
377,388,0,26,1,1,0,1,1747,0,1,0,0,0,2,2,4
767,800,1,38,1,1,0,1,1799,0,1,0,0,1,4,2,4
1459,1828,0,70,0,0,0,0,1859,0,1,0,0,1,7,2,4
1669,1677,1,57,1,1,0,1,1887,0,1,0,0,1,7,2,4
1687,1756,0,30,0,1,0,0,1895,0,0,0,1,1,7,2,4
376,662,0,76,0,0,0,0,1960,0,0,0,0,1,2,2,4
498,499,0,48,0,0,0,0,1962,0,0,0,0,1,3,2,4
500,516,1,71,1,1,0,1,1963,0,1,0,0,1,3,2,4
311,497,0,75,0,0,0,0,1987,0,1,0,0,1,2,2,4
575,579,0,112,1,1,1,2,2011,0,1,1,0,1,3,2,4
467,472,0,111,0,0,1,1,2067,0,0,0,0,0,3,2,4
469,476,0,53,0,1,0,0,2097,0,0,1,1,1,3,2,4
454,455,0,35,0,0,0,0,2118,0,0,1,0,1,3,2,4
524,546,0,11,1,0,0,1,2173,0,1,1,1,1,3,2,4
529,528,0,35,0,1,0,0,2185,0,0,0,0,1,3,2,4
530,526,0,37,0,1,0,0,2220,0,1,0,0,1,3,2,4
475,508,0,29,1,1,0,1,2231,0,1,1,0,1,3,2,4
303,303,0,38,0,0,0,0,2248,0,0,0,0,1,2,2,4
389,390,0,15,0,1,0,0,2303,0,0,0,0,0,2,2,4
928,930,0,22,0,0,0,0,2405,0,1,0,0,1,5,2,4
705,709,0,44,0,1,0,0,2408,0,0,0,0,1,4,2,4
323,330,0,23,1,1,0,1,2504,0,1,0,1,1,2,2,4
425,491,0,61,0,1,0,0,2553,0,0,0,0,1,3,2,4
496,497,0,125,0,0,1,1,2556,0,0,0,0,1,3,2,4
413,461,0,73,1,1,0,1,2635,0,1,0,0,0,3,2,4
940,938,0,111,0,1,1,1,2670,0,0,1,0,1,5,2,4
852,876,0,113,1,1,1,2,2714,1,1,0,1,1,5,2,4
815,840,0,36,0,1,0,0,2741,0,0,0,0,1,5,2,4
1084,1084,0,30,1,0,0,1,2822,0,0,0,0,1,6,2,4
963,1026,0,53,0,1,0,0,2886,0,1,0,0,1,5,2,4
883,883,0,107,1,1,1,2,462,1,1,1,1,1,5,3,4
569,580,1,39,1,1,0,1,761,1,1,0,1,1,3,3,4
706,702,0,4,1,0,0,1,907,1,0,0,0,1,4,3,4
360,359,0,43,0,1,0,0,146,1,0,1,0,1,2,3,4
308,311,1,58,1,1,0,1,597,1,0,0,0,1,2,3,4
620,621,0,14,1,1,0,1,1559,1,1,0,0,1,4,3,4
480,484,0,93,1,1,0,1,2016,1,1,0,1,1,3,3,4
610,627,0,98,1,0,0,1,2775,1,1,0,1,1,4,3,4
444,455,0,130,1,1,1,2,252,0,0,0,0,1,3,3,4
657,659,0,177,1,0,1,2,371,0,1,0,0,1,4,3,4
1072,1168,1,147,1,1,1,2,1017,0,1,0,0,1,6,3,4
536,1137,0,204,1,1,1,2,517,0,1,0,1,1,3,3,4
4142,4149,0,105,1,0,1,2,675,0,1,1,1,1,7,3,4
1065,1068,0,220,1,1,1,2,175,0,1,0,0,1,6,3,4
449,456,0,150,1,1,1,2,1157,0,1,1,1,0,3,3,4
421,426,0,166,1,0,1,2,1488,0,1,0,0,0,3,3,4
513,874,0,101,1,0,1,2,1765,0,0,0,0,1,3,3,4
558,779,0,123,1,1,1,2,1827,0,0,0,0,0,3,3,4
718,737,0,157,1,1,1,2,1843,0,1,0,0,1,4,3,4
1595,1620,1,104,1,1,1,2,1897,0,1,0,0,1,7,3,4
491,494,1,104,1,1,1,2,1977,0,1,1,0,1,3,3,4
501,502,0,219,1,1,1,2,2019,0,1,0,0,1,3,3,4
504,505,1,171,1,1,1,2,2234,0,1,0,0,1,3,3,4
657,658,0,153,1,1,1,2,2297,0,1,0,0,1,4,3,4
757,760,1,175,1,1,1,2,2378,0,1,0,0,1,4,3,4
708,714,0,132,1,1,1,2,2395,0,1,0,0,1,4,3,4
365,374,0,80,1,0,0,1,120,0,1,0,1,0,2,3,4
555,559,0,60,1,1,0,1,777,0,0,1,0,0,3,3,4
476,479,0,19,1,1,0,1,2068,0,0,0,0,0,3,3,4
859,857,1,29,1,0,0,1,2724,0,1,1,0,0,5,3,4
1263,1291,0,208,0,1,1,1,2796,0,1,0,0,0,7,3,4
