Connections,Num Followers,Internacional,lenght headline,Headline en Esp?,Tiene Summary?,calidad longitud,Calidad Headline,_ID,Tiene Projects?,Tiene Certif?,tiene Courses?,Tiene Volunteer?,Tiene Lastest Exp?,Cluster connections,Categoría School Name,Categoría Degree
2862,2934,0,43,1,1,0,1,737,0,0,0,0,1,7,3,2
1215,1216,1,40,1,0,0,1,994,0,0,0,0,1,7,3,2
5624,5671,1,30,1,1,0,1,659,0,0,0,0,1,7,3,2
4584,5267,1,49,1,1,0,1,661,0,0,0,1,1,7,3,2
1401,1438,0,31,1,0,0,1,1012,0,1,0,0,1,7,3,2
1241,1254,0,70,1,1,0,1,978,0,1,0,0,1,7,3,2
2989,2994,0,72,1,1,0,1,721,0,1,0,0,1,7,3,2
6128,6105,1,52,1,1,0,1,653,0,1,0,0,1,7,3,2
3316,3300,1,68,1,1,0,1,714,0,1,0,0,1,7,3,2
1237,1246,1,33,1,1,0,1,953,0,1,0,0,1,7,3,2
1216,1219,1,52,1,1,0,1,972,0,1,0,1,1,7,3,2
8476,8496,0,25,1,1,0,1,37,0,1,0,1,1,7,3,2
9458,9453,1,86,1,1,0,1,35,0,1,0,0,1,7,3,2
3682,3682,0,49,1,0,0,1,688,0,0,0,0,1,7,3,2
1415,1453,0,36,1,1,0,1,1249,0,0,0,0,1,7,3,2
1476,1477,0,18,1,1,0,1,1254,0,0,1,0,1,7,3,2
1402,1424,1,36,1,1,0,1,1262,0,0,1,1,1,7,3,2
1413,1430,0,48,1,1,0,1,1263,0,0,1,0,1,7,3,2
1405,1402,0,39,1,0,0,1,1271,0,0,0,0,1,7,3,2
1405,1411,1,90,1,1,0,1,1273,0,1,0,1,1,7,3,2
1400,1405,1,56,1,1,0,1,1275,0,1,0,0,1,7,3,2
1298,1410,1,65,1,1,0,1,1280,0,0,0,0,1,7,3,2
1352,1367,1,79,1,1,0,1,1286,0,1,0,0,1,7,3,2
1405,1407,1,18,1,0,0,1,1287,0,0,0,0,1,7,3,2
1358,1350,1,16,1,1,0,1,1291,0,1,1,1,1,7,3,2
1398,1396,1,84,1,0,0,1,1296,0,0,0,1,1,7,3,2
1308,1308,1,16,1,1,0,1,1310,0,1,1,0,1,7,3,2
1298,1305,1,27,1,1,0,1,1312,0,1,0,1,1,7,3,2
1241,1342,0,34,1,1,0,1,1313,0,1,0,0,1,7,3,2
1241,1272,0,22,1,1,0,1,1329,0,1,0,0,1,7,3,2
1273,1277,0,40,1,1,0,1,1343,0,1,1,0,1,7,3,2
1275,1270,1,42,1,1,0,1,1345,0,1,0,0,1,7,3,2
2503,2526,1,78,1,1,0,1,1348,0,1,1,0,1,7,3,2
2392,2425,0,42,1,1,0,1,1359,0,1,0,0,1,7,3,2
2175,2282,0,79,1,0,0,1,1368,0,1,0,0,1,7,3,2
2250,2236,0,52,1,1,0,1,1376,0,1,0,0,1,7,3,2
2200,2209,0,57,1,1,0,1,1383,0,0,0,1,1,7,3,2
2143,2167,1,50,1,1,0,1,1385,0,1,1,1,1,7,3,2
2053,2049,0,56,1,1,0,1,1403,0,0,0,0,1,7,3,2
1446,2031,1,88,1,0,0,1,1410,0,1,1,1,1,7,3,2
2218,2204,0,31,1,1,0,1,1412,0,1,1,0,1,7,3,2
1977,1983,1,96,1,1,0,1,1419,0,1,1,1,1,7,3,2
1821,1959,0,99,1,1,0,1,1434,0,1,1,0,1,7,3,2
1803,1804,1,50,1,1,0,1,1848,0,1,1,0,1,7,3,2
1747,1756,1,84,1,0,0,1,1867,0,1,0,1,1,7,3,2
1565,1784,0,94,1,1,0,1,1875,0,0,0,0,1,7,3,2
1688,1689,0,81,1,1,0,1,1884,0,0,0,0,1,7,3,2
1659,1659,0,21,1,0,0,1,1889,0,0,0,0,1,7,3,2
1596,1632,0,24,1,1,0,1,1898,0,0,1,0,1,7,3,2
1440,1631,1,63,1,1,0,1,1904,0,1,0,0,1,7,3,2
1530,1583,0,26,1,1,0,1,1909,0,1,0,0,1,7,3,2
1544,1554,1,49,1,0,0,1,1921,0,1,1,1,1,7,3,2
1483,1489,1,39,1,1,0,1,1936,0,0,0,0,1,7,3,2
1472,1476,1,38,1,1,0,1,1940,0,1,0,0,1,7,3,2
1459,1460,0,43,1,1,0,1,1946,0,1,0,0,1,7,3,2
1238,1241,0,30,1,1,0,1,2650,0,0,0,0,1,7,3,2
1833,1818,1,34,1,1,0,1,2782,0,0,0,0,1,7,3,2
28546,28490,0,43,1,0,0,1,5,1,1,0,0,1,7,3,2
605,603,1,39,1,1,0,1,443,1,1,1,1,1,4,3,2
1088,1124,1,39,1,1,0,1,150,1,0,1,0,1,6,3,2
821,824,1,26,1,1,0,1,538,1,0,0,1,1,5,3,2
3472,3719,0,55,1,1,0,1,686,1,0,0,1,1,7,3,2
5882,5849,0,28,1,1,0,1,657,1,0,1,1,1,7,3,2
894,895,0,54,1,1,0,1,1147,1,1,1,0,1,5,3,2
620,620,1,69,1,1,0,1,414,1,1,1,0,1,4,3,2
544,544,1,68,1,1,0,1,811,1,0,0,0,1,3,3,2
16620,16545,0,72,1,1,0,1,11,1,0,0,0,1,7,3,2
15655,15568,1,67,1,1,0,1,12,1,1,0,1,1,7,3,2
628,634,1,45,1,1,0,1,389,1,1,0,0,1,4,3,2
658,677,1,80,1,1,0,1,880,1,1,1,1,1,4,3,2
892,889,0,30,1,1,0,1,464,1,1,0,0,1,5,3,2
1164,1167,0,31,1,1,0,1,1013,1,1,0,0,1,6,3,2
1318,1327,1,61,1,1,0,1,1328,1,0,1,0,0,7,3,2
1957,1965,1,56,1,1,0,1,1422,1,1,0,1,1,7,3,2
428,428,1,50,1,0,0,1,1476,1,1,0,1,1,3,3,2
560,592,0,109,0,1,1,1,1646,1,0,0,0,1,3,3,2
782,790,1,23,1,1,0,1,1782,1,1,1,1,1,4,3,2
1182,1506,1,32,1,1,0,1,1927,1,1,1,1,1,6,3,2
479,480,1,30,1,1,0,1,2032,1,1,1,0,1,3,3,2
519,520,0,23,1,0,0,1,2205,1,1,1,1,1,3,3,2
512,513,1,43,1,1,0,1,2221,1,1,0,0,1,3,3,2
626,639,1,90,1,0,0,1,2309,1,0,1,0,1,4,3,2
714,712,0,91,1,1,0,1,2380,1,0,0,0,1,4,3,2
711,726,1,38,1,1,0,1,2443,1,0,0,0,1,4,3,2
922,924,0,39,1,0,0,1,2671,1,0,1,1,1,5,3,2
800,888,1,46,1,0,0,1,2703,1,0,1,1,1,4,3,2
860,867,1,28,1,1,0,1,2718,1,1,1,0,1,5,3,2
1052,1063,1,86,1,1,0,1,2721,1,1,0,1,1,6,3,2
1140,1141,0,151,0,1,1,1,2810,1,0,1,0,0,6,3,2
1047,1049,1,38,1,1,0,1,2850,1,0,0,0,1,6,3,2
1078,1075,0,33,1,1,0,1,2868,1,1,1,0,1,6,3,2
633,665,0,12,0,1,0,0,892,1,0,0,0,1,4,3,2
1084,2580,0,75,0,1,0,0,1351,1,0,1,1,1,6,3,2
1340,1809,0,86,0,1,0,0,1865,1,0,0,1,1,7,3,2
381,385,0,13,0,1,0,0,125,0,0,1,0,1,2,3,2
772,7699,0,80,0,1,0,0,41,0,0,0,1,1,4,3,2
3197,3200,0,28,0,1,0,0,709,0,1,1,0,1,7,3,2
666,664,0,48,0,1,0,0,914,0,1,1,0,1,4,3,2
1147,1146,0,33,0,1,0,0,1024,0,0,0,1,1,6,3,2
956,956,0,49,0,1,0,0,1087,0,1,0,0,1,5,3,2
932,950,0,46,0,0,0,0,1089,0,0,0,0,1,5,3,2
1094,1095,0,27,0,0,0,0,169,0,0,0,0,0,6,3,2
435,441,0,23,0,1,0,0,316,0,0,0,0,1,3,3,2
664,662,0,22,0,0,0,0,942,0,0,0,0,1,4,3,2
363,397,0,42,0,1,0,0,122,0,0,0,0,1,2,3,2
2546,2574,0,31,0,0,0,0,747,0,1,0,0,1,7,3,2
3117,3115,0,17,0,1,0,0,716,0,0,0,0,1,7,3,2
667,665,0,72,0,1,0,0,393,0,0,0,0,1,4,3,2
367,370,0,48,0,1,0,0,114,0,0,0,0,1,2,3,2
339,339,0,82,0,1,0,0,551,0,1,0,0,1,2,3,2
427,428,1,76,0,0,0,0,322,0,0,0,0,1,3,3,2
572,628,0,88,0,1,0,0,396,0,1,0,0,1,3,3,2
572,572,0,40,0,1,0,0,759,0,0,0,0,1,3,3,2
704,741,0,44,0,1,0,0,876,0,1,0,0,1,4,3,2
667,667,0,65,0,1,0,0,916,0,0,0,0,1,4,3,2
354,354,0,55,0,1,0,0,1173,0,0,0,0,1,2,3,2
1089,1090,0,37,0,1,0,0,161,0,0,1,0,1,6,3,2
556,556,0,34,0,0,0,0,771,0,0,0,0,1,3,3,2
1243,1248,1,89,0,1,0,0,979,0,1,0,0,1,7,3,2
637,660,0,34,0,1,0,0,903,0,0,0,0,1,4,3,2
2782,3188,0,26,0,0,0,0,722,0,0,0,0,1,7,3,2
1163,1167,0,70,0,0,0,0,1005,0,0,0,0,1,6,3,2
4850,4852,1,51,0,1,0,0,667,0,1,0,0,1,7,3,2
494,583,0,63,0,1,0,0,753,0,0,0,0,1,3,3,2
418,428,0,88,0,1,0,0,324,0,1,1,0,1,3,3,2
316,315,0,89,0,1,0,0,574,0,0,0,0,1,2,3,2
449,453,1,43,0,1,0,0,69,0,0,0,0,1,3,3,2
526,552,0,39,0,1,0,0,839,0,0,0,0,1,3,3,2
312,325,0,25,0,1,0,0,575,0,1,0,0,0,2,3,2
897,897,0,28,0,1,0,0,515,0,0,1,0,1,5,3,2
650,653,0,24,0,0,0,0,358,0,0,0,0,1,4,3,2
915,912,0,24,0,0,0,0,1128,0,0,0,0,0,5,3,2
362,362,0,20,0,0,0,0,137,0,0,0,0,1,2,3,2
1251,1244,1,49,0,1,0,0,951,0,1,0,1,1,7,3,2
3723,3717,0,39,0,1,0,0,685,0,0,1,0,1,7,3,2
2603,2619,0,35,0,1,0,0,746,0,0,0,0,1,7,3,2
553,553,0,77,0,1,0,0,780,0,1,1,1,1,3,3,2
870,870,0,40,0,0,0,0,477,0,0,0,0,1,5,3,2
1078,1092,0,25,0,0,0,0,189,0,0,0,0,1,6,3,2
1093,1093,0,47,0,1,0,0,204,0,0,0,0,1,6,3,2
417,423,0,29,0,1,0,0,87,0,0,1,0,0,3,3,2
1052,1055,0,35,0,0,0,0,1092,0,0,0,0,1,6,3,2
1035,1041,0,43,0,0,0,0,200,0,0,0,0,1,6,3,2
529,557,0,99,0,1,0,0,772,0,1,0,0,1,3,3,2
559,556,0,52,0,0,0,0,848,0,0,0,0,0,3,3,2
1065,1060,0,38,0,1,0,0,1052,0,1,0,0,1,6,3,2
336,384,0,45,0,0,0,0,1187,0,1,0,0,1,2,3,2
351,350,0,51,0,0,0,0,1197,0,0,0,0,1,2,3,2
1452,1454,0,75,0,1,0,0,1253,0,0,0,0,0,7,3,2
1411,1430,0,50,0,1,0,0,1260,0,0,0,0,1,7,3,2
1383,1389,0,72,0,1,0,0,1278,0,1,1,1,1,7,3,2
1378,1378,0,23,0,0,0,0,1288,0,0,0,0,1,7,3,2
2085,2079,0,33,0,1,0,0,1401,0,1,0,0,1,7,3,2
2108,2108,0,65,0,1,0,0,1405,0,0,0,0,1,7,3,2
2037,2046,0,15,0,0,0,0,1407,0,1,0,0,1,7,3,2
2048,2235,0,82,0,1,0,0,1409,0,0,0,0,1,7,3,2
1905,1905,0,14,0,1,0,0,1429,0,0,0,0,1,7,3,2
1866,1862,0,22,0,1,0,0,1438,0,0,0,0,0,7,3,2
416,420,0,26,0,1,0,0,1455,0,1,1,1,1,3,3,2
410,417,1,59,0,0,0,0,1493,0,1,0,0,1,3,3,2
362,359,1,37,0,1,0,0,1500,0,1,0,0,1,2,3,2
429,433,0,42,0,1,0,0,1501,0,0,0,0,1,3,3,2
430,450,0,69,0,1,0,0,1522,0,0,1,1,1,3,3,2
417,422,1,51,0,1,0,0,1529,0,1,0,0,1,3,3,2
417,423,0,29,0,1,0,0,1541,0,0,1,0,1,3,3,2
399,402,0,78,0,1,0,0,1543,0,0,0,0,1,2,3,2
605,601,1,70,0,1,0,0,1564,0,0,0,0,1,4,3,2
591,590,1,56,0,1,0,0,1601,0,0,0,0,1,3,3,2
575,572,0,64,0,1,0,0,1636,0,0,0,0,1,3,3,2
596,595,0,52,0,1,0,0,1644,0,0,0,0,1,3,3,2
421,425,1,64,0,1,0,0,1649,0,0,1,0,1,3,3,2
395,399,0,57,0,0,0,0,1660,0,0,0,0,0,2,3,2
400,402,0,36,0,0,0,0,1669,0,0,0,0,1,2,3,2
398,398,0,48,0,1,0,0,1686,0,0,0,0,1,2,3,2
391,394,0,42,0,1,0,0,1734,0,0,0,0,1,2,3,2
388,391,0,82,0,1,0,0,1735,0,1,0,0,1,2,3,2
399,401,0,44,0,1,0,0,1742,0,0,0,0,1,2,3,2
384,384,0,25,0,0,0,0,1743,0,0,0,0,1,2,3,2
819,827,0,37,0,1,0,0,1750,0,1,0,0,1,5,3,2
757,787,0,58,0,0,0,0,1783,0,1,0,0,0,4,3,2
777,806,0,19,0,0,0,0,1784,0,0,0,0,1,4,3,2
693,737,1,41,0,0,0,0,1835,0,0,0,0,1,4,3,2
736,746,0,41,0,0,0,0,1837,0,1,0,0,1,4,3,2
1786,1803,0,47,0,0,0,0,1857,0,0,0,0,1,7,3,2
1603,1597,0,75,0,1,0,0,1906,0,0,1,1,1,7,3,2
1519,1569,0,89,0,1,0,0,1916,0,1,1,1,1,7,3,2
1508,1517,0,38,0,0,0,0,1937,0,1,0,1,1,7,3,2
1497,1503,0,93,0,1,0,0,1938,0,0,0,1,1,7,3,2
501,503,0,45,0,1,0,0,1956,0,0,0,0,1,3,3,2
483,494,0,51,0,1,0,0,2003,0,1,0,0,1,3,3,2
516,523,0,26,0,0,0,0,2008,0,0,0,0,1,3,3,2
506,511,0,37,0,0,0,0,2009,0,0,0,0,1,3,3,2
477,487,0,65,0,0,0,0,2017,0,0,0,0,1,3,3,2
438,482,0,60,0,1,0,0,2052,0,1,0,0,1,3,3,2
479,480,0,31,0,0,0,0,2058,0,0,0,0,1,3,3,2
476,476,0,93,0,1,0,0,2081,0,1,0,0,1,3,3,2
454,456,0,83,0,1,0,0,2109,0,0,0,0,0,3,3,2
448,459,0,56,0,0,0,0,2125,0,0,0,0,1,3,3,2
456,455,0,24,0,0,0,0,2147,0,0,0,0,1,3,3,2
561,562,0,13,0,0,0,0,2156,0,0,0,0,1,3,3,2
532,535,0,55,0,1,0,0,2165,0,1,0,0,0,3,3,2
525,524,0,37,0,1,0,0,2177,0,0,0,0,1,3,3,2
527,526,0,20,0,1,0,0,2198,0,0,0,0,1,3,3,2
513,513,1,54,0,1,0,0,2210,0,1,0,1,1,3,3,2
515,517,0,65,0,1,0,0,2229,0,0,0,0,1,3,3,2
502,505,0,44,0,1,0,0,2235,0,0,0,0,0,3,3,2
507,510,0,31,0,1,0,0,2240,0,1,0,0,0,3,3,2
519,526,0,27,0,0,0,0,2241,0,0,0,0,1,3,3,2
397,394,0,42,0,0,0,0,2268,0,0,0,0,1,2,3,2
319,319,0,9,0,0,0,0,2278,0,0,0,0,1,2,3,2
482,519,0,68,0,1,0,0,2284,0,1,0,0,0,3,3,2
365,366,0,51,0,1,0,0,2289,0,0,0,0,1,2,3,2
1526,1520,0,28,0,1,0,0,2301,0,1,0,0,0,7,3,2
938,938,0,54,0,1,0,0,2312,0,1,0,1,1,5,3,2
857,858,0,52,0,1,0,0,2351,0,1,0,0,1,5,3,2
717,736,0,53,0,0,0,0,2364,0,0,0,0,0,4,3,2
716,735,0,23,0,1,0,0,2434,0,0,0,0,1,4,3,2
342,345,0,88,0,1,0,0,2461,0,1,0,0,0,2,3,2
327,346,0,59,0,1,0,0,2463,0,1,0,1,1,2,3,2
351,360,1,53,0,0,0,0,2479,0,1,1,0,1,2,3,2
323,330,1,51,0,1,0,0,2488,0,1,0,0,1,2,3,2
334,337,0,35,0,1,0,0,2530,0,0,0,0,1,2,3,2
326,329,0,24,0,0,0,0,2541,0,1,0,0,1,2,3,2
446,453,0,38,0,1,0,0,2579,0,0,1,0,1,3,3,2
461,464,0,46,0,1,0,0,2583,0,1,0,0,1,3,3,2
446,448,0,55,0,1,0,0,2594,0,0,0,0,1,3,3,2
421,458,0,55,0,1,0,0,2599,0,0,0,0,1,3,3,2
711,713,0,24,0,1,0,0,2621,0,1,0,0,0,4,3,2
953,951,0,57,0,1,0,0,2647,0,0,0,0,1,5,3,2
918,918,1,43,0,0,0,0,2675,0,0,0,0,1,5,3,2
894,908,0,38,0,1,0,0,2678,0,0,0,0,1,5,3,2
898,900,0,10,0,1,0,0,2685,0,1,0,1,1,5,3,2
908,910,0,58,0,1,0,0,2693,0,0,0,0,1,5,3,2
889,889,0,19,0,1,0,0,2697,0,1,0,0,1,5,3,2
929,925,0,84,0,0,0,0,2701,0,1,0,1,1,5,3,2
930,938,0,63,0,1,0,0,2708,0,0,1,1,1,5,3,2
872,872,0,30,0,1,0,0,2711,0,0,0,0,1,5,3,2
888,922,0,65,0,1,0,0,2713,0,0,0,0,1,5,3,2
862,860,1,31,0,0,0,0,2722,0,0,1,0,1,5,3,2
908,910,1,59,0,0,0,0,2726,0,1,0,0,1,5,3,2
844,842,1,46,0,1,0,0,2736,0,0,0,1,1,5,3,2
1017,1018,0,48,0,1,0,0,2737,0,1,0,0,1,6,3,2
349,355,1,41,0,1,0,0,2774,0,1,1,1,1,2,3,2
377,648,0,40,0,0,0,0,2776,0,1,0,0,1,2,3,2
581,609,0,42,0,1,0,0,2790,0,0,0,0,1,3,3,2
407,407,0,56,0,1,0,0,2797,0,0,0,0,0,3,3,2
1080,1086,0,85,0,0,0,0,2823,0,0,0,0,1,6,3,2
1059,1065,0,33,0,1,0,0,2838,0,0,0,1,1,6,3,2
916,1065,0,27,0,1,0,0,2849,0,1,0,0,1,5,3,2
1051,1043,0,22,0,1,0,0,2858,0,0,0,0,1,6,3,2
1017,1020,0,36,0,1,0,0,2871,0,0,0,0,0,6,3,2
977,1016,1,89,0,0,0,0,2874,0,0,0,0,1,5,3,2
1022,1029,0,65,0,1,0,0,2881,0,0,0,0,1,6,3,2
1014,1015,0,40,0,1,0,0,2882,0,1,0,1,1,6,3,2
604,635,1,204,1,1,1,2,394,0,1,0,1,0,4,3,2
384,382,0,101,1,1,1,2,86,0,1,1,0,0,2,3,2
1087,1088,1,124,1,1,1,2,168,1,1,0,1,0,6,3,2
338,361,1,101,1,1,1,2,143,0,1,0,1,0,2,3,2
413,414,0,121,1,1,1,2,1496,0,1,0,0,0,3,3,2
396,399,1,117,1,1,1,2,1546,0,0,1,0,0,2,3,2
1044,1073,0,135,1,1,1,2,2794,0,1,1,0,0,6,3,2
1044,1073,1,135,1,1,1,2,2835,1,1,1,0,0,6,3,2
1123,1141,0,156,1,1,1,2,1019,1,1,0,0,1,6,3,2
960,982,1,155,1,1,1,2,330,1,1,0,1,1,5,3,2
7502,10638,0,141,1,1,1,2,27,1,1,1,1,1,7,3,2
1197,1332,0,192,1,1,1,2,1300,1,1,0,1,1,6,3,2
2070,2099,1,171,1,1,1,2,1417,1,1,0,1,1,7,3,2
638,645,1,217,1,1,1,2,1612,1,0,1,0,1,4,3,2
760,765,0,215,1,1,1,2,1614,1,1,1,1,1,4,3,2
404,404,0,106,1,0,1,2,1662,1,1,1,0,1,3,3,2
867,874,0,194,1,1,1,2,2731,1,0,1,1,1,5,3,2
854,863,0,138,1,1,1,2,487,0,0,0,1,1,5,3,2
1016,1055,1,125,1,1,1,2,238,0,0,0,0,1,6,3,2
1445,1454,1,130,1,0,1,2,956,0,0,0,0,1,7,3,2
843,844,0,126,1,1,1,2,521,0,1,1,0,1,5,3,2
1046,1084,1,144,1,1,1,2,197,0,1,0,0,1,6,3,2
445,443,1,133,1,1,1,2,272,0,0,0,0,1,3,3,2
631,639,1,108,1,1,1,2,379,0,1,1,0,1,4,3,2
691,692,1,101,1,1,1,2,853,0,1,1,1,1,4,3,2
686,687,0,137,1,1,1,2,862,0,0,0,1,1,4,3,2
974,982,0,156,1,1,1,2,1093,0,1,0,0,1,5,3,2
947,951,1,116,1,1,1,2,1110,0,1,0,0,1,5,3,2
7156,7328,0,220,1,1,1,2,49,0,1,0,0,1,7,3,2
608,606,1,191,1,1,1,2,847,0,1,1,0,1,4,3,2
978,991,0,169,1,0,1,2,1095,0,1,0,0,1,5,3,2
643,640,1,102,1,1,1,2,381,0,1,0,1,1,4,3,2
612,618,0,154,1,1,1,2,769,0,1,0,0,1,4,3,2
905,1070,1,103,1,1,1,2,178,0,1,0,0,1,5,3,2
976,1082,0,183,1,1,1,2,205,0,1,0,1,1,5,3,2
1476,1568,0,113,1,0,1,2,1264,0,0,0,0,1,7,3,2
1455,1465,1,153,1,1,1,2,1277,0,0,0,0,1,7,3,2
1166,1367,1,136,1,1,1,2,1307,0,1,1,1,1,6,3,2
1228,1317,1,128,1,1,1,2,1315,0,1,0,0,1,7,3,2
1355,1472,1,154,1,1,1,2,1335,0,1,0,1,1,7,3,2
2269,2271,1,107,1,1,1,2,1375,0,1,0,0,1,7,3,2
1944,1943,0,127,1,1,1,2,1426,0,0,0,1,1,7,3,2
1785,1903,0,115,1,1,1,2,1433,0,1,0,0,1,7,3,2
2181,2193,0,175,1,1,1,2,1447,0,1,1,1,1,7,3,2
511,510,0,102,1,1,1,2,1453,0,0,0,0,1,3,3,2
511,510,0,102,1,1,1,2,1487,0,0,1,0,1,3,3,2
415,413,1,123,1,1,1,2,1525,0,1,0,0,1,3,3,2
388,426,0,104,1,1,1,2,1532,0,0,0,0,1,2,3,2
617,616,1,110,1,1,1,2,1558,0,1,0,1,1,4,3,2
574,574,1,104,1,1,1,2,1626,0,0,0,1,1,3,3,2
451,451,0,133,1,1,1,2,1711,0,1,0,1,1,3,3,2
764,778,1,106,1,0,1,2,1795,0,1,0,1,1,4,3,2
911,917,0,118,1,1,1,2,1845,0,0,0,0,1,5,3,2
765,800,0,119,1,1,1,2,1846,0,1,1,1,1,4,3,2
1917,1913,1,103,1,1,1,2,1862,0,1,0,0,1,7,3,2
1729,1722,1,219,1,1,1,2,1873,0,0,0,1,1,7,3,2
1669,1682,1,118,1,1,1,2,1883,0,0,0,0,1,7,3,2
1512,1534,1,110,1,1,1,2,1926,0,1,0,0,1,7,3,2
1391,1477,0,161,1,1,1,2,1947,0,0,0,0,1,7,3,2
643,640,1,102,1,1,1,2,2026,0,1,0,1,1,4,3,2
454,458,1,203,1,1,1,2,2094,0,1,0,0,1,3,3,2
459,458,0,101,1,1,1,2,2111,0,1,0,0,1,3,3,2
456,463,1,102,1,1,1,2,2115,0,1,0,0,1,3,3,2
432,459,0,129,1,1,1,2,2117,0,0,1,0,1,3,3,2
528,528,1,105,1,1,1,2,2169,0,1,1,0,1,3,3,2
525,529,1,136,1,1,1,2,2193,0,1,0,0,1,3,3,2
624,661,0,125,1,1,1,2,2228,0,1,1,1,1,4,3,2
329,330,1,123,1,1,1,2,2281,0,1,0,0,1,2,3,2
907,1024,0,106,1,1,1,2,2328,0,0,0,0,1,5,3,2
825,835,0,220,1,1,1,2,2339,0,1,0,0,1,5,3,2
758,755,1,101,1,1,1,2,2396,0,1,0,0,1,4,3,2
737,756,1,126,1,0,1,2,2417,0,0,0,0,1,4,3,2
653,686,0,125,1,1,1,2,2442,0,1,1,0,1,4,3,2
345,346,0,113,1,0,1,2,2447,0,0,0,0,1,2,3,2
360,368,0,159,1,1,1,2,2450,0,1,0,0,1,2,3,2
345,345,1,103,1,1,1,2,2474,0,1,0,0,1,2,3,2
447,451,0,146,1,1,1,2,2593,0,1,1,1,1,3,3,2
447,454,0,194,1,1,1,2,2612,0,1,0,0,1,3,3,2
433,434,1,109,1,1,1,2,2634,0,1,0,1,1,3,3,2
777,886,0,106,1,0,1,2,2725,0,0,0,0,1,4,3,2
964,1005,1,127,1,1,1,2,2727,0,1,0,0,1,5,3,2
861,867,0,117,1,0,1,2,2735,0,1,0,1,1,5,3,2
1112,1127,0,140,1,1,1,2,2766,0,0,1,0,1,6,3,2
654,660,0,152,1,1,1,2,2771,0,1,0,1,1,4,3,2
641,641,1,160,1,1,1,2,2789,0,1,0,0,1,4,3,2
1130,1165,0,179,1,1,1,2,2812,0,1,0,1,1,6,3,2
1133,1134,0,186,1,0,1,2,2828,0,0,1,0,1,6,3,2
1062,1067,1,141,1,1,1,2,2852,0,1,0,1,1,6,3,2
604,609,0,208,1,1,1,2,434,1,1,0,0,1,4,1,2
1089,1128,0,51,0,1,0,0,1030,1,1,0,0,1,6,1,2
3555,3549,0,86,0,1,0,0,692,1,0,1,0,1,7,1,2
547,557,1,26,1,1,0,1,792,1,0,0,0,1,3,1,2
681,685,0,27,1,1,0,1,935,1,1,1,0,1,4,1,2
599,601,0,119,1,1,1,2,1553,1,0,0,0,1,3,1,2
439,487,0,73,1,1,0,1,2112,1,1,0,0,1,3,1,2
449,448,0,39,0,1,0,0,2146,1,1,1,0,1,3,1,2
521,559,0,100,0,0,1,1,2180,1,1,1,0,1,3,1,2
959,962,0,35,1,1,0,1,2669,1,0,1,1,1,5,1,2
959,962,0,35,1,1,0,1,2672,1,0,1,1,1,5,1,2
1098,1097,0,3,1,1,0,1,2818,1,1,0,0,1,6,1,2
842,890,0,203,1,1,1,2,495,0,1,0,1,1,5,1,2
340,349,0,131,1,1,1,2,594,0,1,0,0,1,2,1,2
328,328,0,212,1,1,1,2,624,0,1,0,0,0,2,1,2
453,456,0,113,1,1,1,2,66,0,1,1,1,0,3,1,2
2079,3531,1,127,1,1,1,2,695,0,1,1,1,1,7,1,2
1230,1228,0,128,1,0,1,2,959,0,0,0,0,1,7,1,2
589,602,0,128,1,1,1,2,446,0,1,1,1,0,3,1,2
427,430,0,123,1,0,1,2,1464,0,1,1,0,1,3,1,2
488,536,0,127,1,0,1,2,1519,0,1,0,0,1,3,1,2
795,798,0,101,1,1,1,2,1806,0,0,0,0,1,4,1,2
1745,1803,0,124,1,1,1,2,1850,0,1,0,0,1,7,1,2
1235,1700,0,170,1,1,1,2,1878,0,1,0,0,1,7,1,2
745,756,0,203,1,1,1,2,2306,0,1,0,0,1,4,1,2
791,802,0,156,1,1,1,2,2315,0,1,0,0,1,4,1,2
759,764,0,114,1,1,1,2,2419,0,1,0,0,1,4,1,2
341,341,0,169,1,1,1,2,2460,0,1,1,0,0,2,1,2
1043,1044,0,132,1,1,1,2,2851,0,0,1,1,1,6,1,2
1069,1174,1,27,1,1,0,1,152,0,1,0,0,1,6,1,2
2927,2912,1,51,1,1,0,1,726,0,1,0,0,1,7,1,2
315,315,1,38,1,1,0,1,577,0,1,0,0,1,2,1,2
1096,1129,1,33,1,1,0,1,1022,0,0,0,0,1,6,1,2
1016,1420,1,39,1,1,0,1,1267,0,0,0,0,1,6,1,2
668,671,1,80,1,1,0,1,1606,0,0,0,0,0,4,1,2
586,588,1,78,1,1,0,1,1620,0,0,0,0,1,3,1,2
382,383,1,13,1,1,0,1,1737,0,0,0,1,1,2,1,2
1823,1874,1,34,1,0,0,1,1870,0,0,0,0,1,7,1,2
1553,1586,1,52,1,1,0,1,1917,0,0,0,0,1,7,1,2
374,373,0,59,1,1,0,1,94,0,1,0,1,0,2,1,2
927,925,0,36,1,0,0,1,1117,0,0,0,0,0,5,1,2
378,378,0,28,1,0,0,1,60,0,0,0,0,0,2,1,2
449,446,0,35,1,1,0,1,254,0,1,0,0,0,3,1,2
453,454,0,100,0,1,1,1,290,0,1,0,0,0,3,1,2
650,648,0,103,0,1,1,1,937,0,0,0,0,0,4,1,2
588,587,0,70,1,1,0,1,1243,0,1,0,0,0,3,1,2
2316,2311,0,23,1,0,0,1,1371,0,0,0,0,0,7,1,2
474,478,0,44,1,1,0,1,2071,0,0,1,0,0,3,1,2
